"start_date","casual","member","total"
"20/09/2010",34,178,212
"21/09/2010",109,215,324
"22/09/2010",117,260,377
"23/09/2010",124,249,373
"24/09/2010",156,206,362
"25/09/2010",267,272,539
"26/09/2010",230,307,537
"27/09/2010",64,222,286
"28/09/2010",101,310,411
"29/09/2010",77,345,422
"30/09/2010",19,140,159
"01/10/2010",164,414,578
"02/10/2010",397,442,839
"03/10/2010",222,283,505
"04/10/2010",58,268,326
"05/10/2010",86,538,624
"06/10/2010",94,569,663
"07/10/2010",162,707,869
"08/10/2010",218,696,914
"09/10/2010",570,539,1109
"10/10/2010",621,476,1097
"11/10/2010",350,617,967
"12/10/2010",248,832,1080
"13/10/2010",237,894,1131
"14/10/2010",72,501,573
"15/10/2010",280,857,1137
"16/10/2010",567,807,1374
"17/10/2010",597,735,1332
"18/10/2010",194,943,1137
"19/10/2010",194,955,1149
"20/10/2010",166,974,1140
"21/10/2010",194,1134,1328
"22/10/2010",237,1125,1362
"23/10/2010",760,938,1698
"24/10/2010",718,826,1544
"25/10/2010",227,1100,1327
"26/10/2010",267,1287,1554
"27/10/2010",142,875,1017
"28/10/2010",357,1337,1694
"29/10/2010",416,1236,1652
"30/10/2010",1157,1133,2290
"31/10/2010",988,954,1942
"01/11/2010",236,1215,1451
"02/11/2010",182,1223,1405
"03/11/2010",180,1310,1490
"04/11/2010",45,544,589
"05/11/2010",294,1560,1854
"06/11/2010",604,1212,1816
"07/11/2010",394,1020,1414
"08/11/2010",163,1436,1599
"09/11/2010",215,1719,1934
"10/11/2010",226,1822,2048
"11/11/2010",417,1632,2049
"12/11/2010",396,1624,2020
"13/11/2010",915,1350,2265
"14/11/2010",822,1183,2005
"15/11/2010",218,1517,1735
"16/11/2010",62,710,772
"17/11/2010",180,1743,1923
"18/11/2010",191,1665,1856
"19/11/2010",250,1704,1954
"20/11/2010",837,1514,2351
"21/11/2010",563,1189,1752
"22/11/2010",257,1648,1905
"23/11/2010",161,1604,1765
"24/11/2010",157,1322,1479
"25/11/2010",196,357,553
"26/11/2010",197,581,778
"27/11/2010",362,576,938
"28/11/2010",207,737,944
"29/11/2010",96,1388,1484
"30/11/2010",94,1165,1259
"01/12/2010",40,939,979
"02/12/2010",89,1369,1458
"03/12/2010",113,1473,1586
"04/12/2010",246,958,1204
"05/12/2010",166,845,1011
"06/12/2010",48,1134,1182
"07/12/2010",46,1026,1072
"08/12/2010",59,1075,1134
"09/12/2010",71,1197,1268
"10/12/2010",73,1203,1276
"11/12/2010",182,947,1129
"12/12/2010",43,377,420
"13/12/2010",46,987,1033
"14/12/2010",38,805,843
"15/12/2010",43,1006,1049
"16/12/2010",12,657,669
"17/12/2010",35,819,854
"18/12/2010",84,739,823
"19/12/2010",101,698,799
"20/12/2010",54,971,1025
"21/12/2010",50,986,1036
"22/12/2010",100,996,1096
"23/12/2010",61,677,738
"24/12/2010",72,271,343
"25/12/2010",102,86,188
"26/12/2010",15,69,84
"27/12/2010",26,272,298
"28/12/2010",69,620,689
"29/12/2010",111,812,923
"30/12/2010",148,955,1103
"31/12/2010",283,651,934
"01/01/2011",330,629,959
"02/01/2011",130,651,781
"03/01/2011",120,1181,1301
"04/01/2011",107,1429,1536
"05/01/2011",82,1489,1571
"06/01/2011",88,1485,1573
"07/01/2011",148,1345,1493
"08/01/2011",68,871,939
"09/01/2011",54,748,802
"10/01/2011",41,1257,1298
"11/01/2011",43,1188,1231
"12/01/2011",25,1116,1141
"13/01/2011",37,1346,1383
"14/01/2011",54,1330,1384
"15/01/2011",222,1018,1240
"16/01/2011",251,937,1188
"17/01/2011",117,876,993
"18/01/2011",9,663,672
"19/01/2011",78,1553,1631
"20/01/2011",81,1815,1896
"21/01/2011",73,1449,1522
"22/01/2011",93,876,969
"23/01/2011",150,827,977
"24/01/2011",86,1319,1405
"25/01/2011",186,1785,1971
"26/01/2011",34,466,500
"27/01/2011",15,409,424
"28/01/2011",38,1113,1151
"29/01/2011",123,947,1070
"30/01/2011",140,944,1084
"31/01/2011",42,1376,1418
"01/02/2011",47,1284,1331
"02/02/2011",72,1430,1502
"03/02/2011",61,1473,1534
"04/02/2011",88,1603,1691
"05/02/2011",100,892,992
"06/02/2011",354,1249,1603
"07/02/2011",119,1568,1687
"08/02/2011",64,1446,1510
"09/02/2011",52,1540,1592
"10/02/2011",46,1474,1520
"11/02/2011",148,1576,1724
"12/02/2011",288,1167,1455
"13/02/2011",396,1162,1558
"14/02/2011",207,1685,1892
"15/02/2011",139,1641,1780
"16/02/2011",218,1861,2079
"17/02/2011",258,2185,2443
"18/02/2011",578,2314,2892
"19/02/2011",532,1077,1609
"20/02/2011",639,1148,1787
"21/02/2011",195,898,1093
"22/02/2011",74,1358,1432
"23/02/2011",139,1740,1879
"24/02/2011",100,1686,1786
"25/02/2011",120,1323,1443
"26/02/2011",424,1519,1943
"27/02/2011",694,1677,2371
"28/02/2011",80,1350,1430
"01/03/2011",137,1695,1832
"02/03/2011",231,1878,2109
"03/03/2011",123,1536,1659
"04/03/2011",214,1709,1923
"05/03/2011",640,1414,2054
"06/03/2011",113,469,582
"07/03/2011",243,1599,1842
"08/03/2011",316,1781,2097
"09/03/2011",191,1677,1868
"10/03/2011",46,570,616
"11/03/2011",247,1706,1953
"12/03/2011",724,1380,2104
"13/03/2011",979,1396,2375
"14/03/2011",359,1673,2032
"15/03/2011",288,1736,2024
"16/03/2011",321,1851,2172
"17/03/2011",423,2295,2718
"18/03/2011",883,2311,3194
"19/03/2011",1422,1634,3056
"20/03/2011",1046,1372,2418
"21/03/2011",401,1657,2058
"22/03/2011",460,2207,2667
"23/03/2011",203,1898,2101
"24/03/2011",166,1678,1844
"25/03/2011",300,1886,2186
"26/03/2011",981,1477,2458
"27/03/2011",470,1195,1665
"28/03/2011",222,1782,2004
"29/03/2011",317,2080,2397
"30/03/2011",168,1351,1519
"31/03/2011",179,1489,1668
"01/04/2011",307,1885,2192
"02/04/2011",897,1328,2225
"03/04/2011",1651,1561,3212
"04/04/2011",734,2345,3079
"05/04/2011",167,1601,1768
"06/04/2011",413,2363,2776
"07/04/2011",570,2431,3001
"08/04/2011",172,1282,1454
"09/04/2011",879,1549,2428
"10/04/2011",1188,1662,2850
"11/04/2011",854,2450,3304
"12/04/2011",257,1740,1997
"13/04/2011",208,1920,2128
"14/04/2011",527,2683,3210
"15/04/2011",642,2441,3083
"16/04/2011",121,654,775
"17/04/2011",1555,2123,3678
"18/04/2011",668,2701,3369
"19/04/2011",409,2730,3139
"20/04/2011",612,3286,3898
"21/04/2011",743,3249,3992
"22/04/2011",177,1471,1648
"23/04/2011",1460,2510,3970
"24/04/2011",1708,2408,4116
"25/04/2011",772,3249,4021
"26/04/2011",675,3656,4331
"27/04/2011",545,3264,3809
"28/04/2011",568,3428,3996
"29/04/2011",877,3560,4437
"30/04/2011",1963,3251,5214
"01/05/2011",1137,2158,3295
"02/05/2011",845,3484,4329
"03/05/2011",603,3763,4366
"04/05/2011",252,2343,2595
"05/05/2011",611,3727,4338
"06/05/2011",891,3645,4536
"07/05/2011",1605,3011,4616
"08/05/2011",1400,2845,4245
"09/05/2011",661,3622,4283
"10/05/2011",691,4042,4733
"11/05/2011",550,3554,4104
"12/05/2011",694,4076,4770
"13/05/2011",690,3348,4038
"14/05/2011",899,2453,3352
"15/05/2011",1582,2902,4484
"16/05/2011",772,3137,3909
"17/05/2011",678,3389,4067
"18/05/2011",535,3277,3812
"19/05/2011",734,3769,4503
"20/05/2011",907,3937,4844
"21/05/2011",2254,3477,5731
"22/05/2011",1576,3020,4596
"23/05/2011",834,3390,4224
"24/05/2011",659,3763,4422
"25/05/2011",739,4178,4917
"26/05/2011",757,3874,4631
"27/05/2011",869,3753,4622
"28/05/2011",2000,2693,4693
"29/05/2011",2352,2391,4743
"30/05/2011",1548,2499,4047
"31/05/2011",671,3269,3940
"01/06/2011",512,3419,3931
"02/06/2011",736,4176,4912
"03/06/2011",898,4344,5242
"04/06/2011",1864,3384,5248
"05/06/2011",1684,3175,4859
"06/06/2011",670,3818,4488
"07/06/2011",760,4023,4783
"08/06/2011",675,3683,4358
"09/06/2011",562,3326,3888
"10/06/2011",814,3726,4540
"11/06/2011",1727,3174,4901
"12/06/2011",1467,2940,4407
"13/06/2011",863,4106,4969
"14/06/2011",726,4103,4829
"15/06/2011",769,4354,5123
"16/06/2011",544,3181,3725
"17/06/2011",862,3910,4772
"18/06/2011",1806,3248,5054
"19/06/2011",1638,3038,4676
"20/06/2011",697,3270,3967
"21/06/2011",770,3999,4769
"22/06/2011",655,3790,4445
"23/06/2011",745,3979,4724
"24/06/2011",969,3961,4930
"25/06/2011",1781,3333,5114
"26/06/2011",1918,3323,5241
"27/06/2011",853,3802,4655
"28/06/2011",729,3851,4580
"29/06/2011",848,4307,5155
"30/06/2011",1024,4432,5456
"01/07/2011",1244,4052,5296
"02/07/2011",2204,2848,5052
"03/07/2011",2279,2312,4591
"04/07/2011",3060,2915,5975
"05/07/2011",1030,3584,4614
"06/07/2011",783,3786,4569
"07/07/2011",754,3753,4507
"08/07/2011",689,3290,3979
"09/07/2011",1987,3281,5268
"10/07/2011",1744,3083,4827
"11/07/2011",720,3320,4040
"12/07/2011",661,3546,4207
"13/07/2011",745,3544,4289
"14/07/2011",888,4129,5017
"15/07/2011",1318,4157,5475
"16/07/2011",2417,3430,5847
"17/07/2011",2005,3240,5245
"18/07/2011",841,3563,4404
"19/07/2011",751,3718,4469
"20/07/2011",643,3630,4273
"21/07/2011",631,3106,3737
"22/07/2011",560,2788,3348
"23/07/2011",986,2255,3241
"24/07/2011",1049,2513,3562
"25/07/2011",566,3224,3790
"26/07/2011",749,3761,4510
"27/07/2011",753,3849,4602
"28/07/2011",606,3740,4346
"29/07/2011",669,3150,3819
"30/07/2011",1559,2858,4417
"31/07/2011",1523,2739,4262
"01/08/2011",729,3487,4216
"02/08/2011",800,4004,4804
"03/08/2011",467,3062,3529
"04/08/2011",799,3730,4529
"05/08/2011",1023,3795,4818
"06/08/2011",1519,2726,4245
"07/08/2011",1296,2441,3737
"08/08/2011",845,3431,4276
"09/08/2011",908,3642,4550
"10/08/2011",884,3826,4710
"11/08/2011",811,3926,4737
"12/08/2011",1049,3799,4848
"13/08/2011",1499,2586,4085
"14/08/2011",1337,2437,3774
"15/08/2011",774,3507,4281
"16/08/2011",721,3952,4673
"17/08/2011",668,3974,4642
"18/08/2011",639,3117,3756
"19/08/2011",797,3305,4102
"20/08/2011",1914,3190,5104
"21/08/2011",1247,2562,3809
"22/08/2011",831,3868,4699
"23/08/2011",1268,4550,5818
"24/08/2011",941,4123,5064
"25/08/2011",435,3055,3490
"26/08/2011",768,3839,4607
"27/08/2011",225,880,1105
"28/08/2011",1414,2875,4289
"29/08/2011",729,3847,4576
"30/08/2011",772,4376,5148
"31/08/2011",688,4310,4998
"01/09/2011",783,4276,5059
"02/09/2011",873,3809,4682
"03/09/2011",1933,2493,4426
"04/09/2011",2522,2379,4901
"05/09/2011",1236,2074,3310
"06/09/2011",204,2462,2666
"07/09/2011",118,1846,1964
"08/09/2011",153,1657,1810
"09/09/2011",417,3093,3510
"10/09/2011",1749,3521,5270
"11/09/2011",1633,3324,4957
"12/09/2011",688,3950,4638
"13/09/2011",701,4012,4713
"14/09/2011",646,4090,4736
"15/09/2011",428,3184,3612
"16/09/2011",741,3952,4693
"17/09/2011",1431,3031,4462
"18/09/2011",1353,2875,4228
"19/09/2011",688,3779,4467
"20/09/2011",437,3156,3593
"21/09/2011",537,3768,4305
"22/09/2011",555,4188,4743
"23/09/2011",258,2109,2367
"24/09/2011",1777,3576,5353
"25/09/2011",1544,3416,4960
"26/09/2011",681,3906,4587
"27/09/2011",476,3593,4069
"28/09/2011",481,3396,3877
"29/09/2011",653,4140,4793
"30/09/2011",830,4320,5150
"01/10/2011",476,1926,2402
"02/10/2011",616,2268,2884
"03/10/2011",330,3199,3529
"04/10/2011",485,3920,4405
"05/10/2011",559,4212,4771
"06/10/2011",639,4078,4717
"07/10/2011",949,3976,4925
"08/10/2011",2233,3104,5337
"09/10/2011",2397,3048,5445
"10/10/2011",1513,3539,5052
"11/10/2011",666,3837,4503
"12/10/2011",217,2175,2392
"13/10/2011",290,2592,2882
"14/10/2011",528,3064,3592
"15/10/2011",1896,3240,5136
"16/10/2011",1748,3223,4971
"17/10/2011",713,3806,4519
"18/10/2011",635,4064,4699
"19/10/2011",254,2144,2398
"20/10/2011",471,3681,4152
"21/10/2011",676,3582,4258
"22/10/2011",1499,2749,4248
"23/10/2011",1619,2707,4326
"24/10/2011",698,3444,4142
"25/10/2011",694,3936,4630
"26/10/2011",404,3452,3856
"27/10/2011",240,2389,2629
"28/10/2011",455,3253,3708
"29/10/2011",57,562,619
"30/10/2011",885,2403,3288
"31/10/2011",362,3271,3633
"01/11/2011",410,3628,4038
"02/11/2011",367,3769,4136
"03/11/2011",317,3597,3914
"04/11/2011",470,3533,4003
"05/11/2011",1154,2733,3887
"06/11/2011",952,2659,3611
"07/11/2011",373,3602,3975
"08/11/2011",376,3773,4149
"09/11/2011",305,3752,4057
"10/11/2011",190,2713,2903
"11/11/2011",440,2897,3337
"12/11/2011",1275,2758,4033
"13/11/2011",1004,2680,3684
"14/11/2011",594,3833,4427
"15/11/2011",449,3712,4161
"16/11/2011",145,1660,1805
"17/11/2011",139,2886,3025
"18/11/2011",243,3113,3356
"19/11/2011",941,2679,3620
"20/11/2011",787,2685,3472
"21/11/2011",220,2510,2730
"22/11/2011",69,1518,1587
"23/11/2011",112,2423,2535
"24/11/2011",559,918,1477
"25/11/2011",1095,1677,2772
"26/11/2011",1249,1776,3025
"27/11/2011",808,2221,3029
"28/11/2011",253,3559,3812
"29/11/2011",96,2791,2887
"30/11/2011",187,3389,3576
"01/12/2011",182,3500,3682
"02/12/2011",268,3633,3901
"03/12/2011",705,2857,3562
"04/12/2011",633,2808,3441
"05/12/2011",233,3511,3744
"06/12/2011",126,2437,2563
"07/12/2011",50,648,698
"08/12/2011",150,3145,3295
"09/12/2011",259,3324,3583
"10/12/2011",502,2658,3160
"11/12/2011",376,2337,2713
"12/12/2011",143,3121,3264
"13/12/2011",154,3327,3481
"14/12/2011",178,3515,3693
"15/12/2011",180,3490,3670
"16/12/2011",178,3359,3537
"17/12/2011",275,2435,2710
"18/12/2011",220,2182,2402
"19/12/2011",259,3107,3366
"20/12/2011",216,3498,3714
"21/12/2011",107,2533,2640
"22/12/2011",227,2801,3028
"23/12/2011",163,2019,2182
"24/12/2011",154,840,994
"25/12/2011",303,439,742
"26/12/2011",429,864,1293
"27/12/2011",103,1049,1152
"28/12/2011",255,2020,2275
"29/12/2011",254,2149,2403
"30/12/2011",491,2476,2967
"31/12/2011",665,1792,2457
"01/01/2012",688,1572,2260
"02/01/2012",244,1693,1937
"03/01/2012",89,2130,2219
"04/01/2012",95,2262,2357
"05/01/2012",140,3111,3251
"06/01/2012",304,3750,4054
"07/01/2012",1074,3406,4480
"08/01/2012",601,2807,3408
"09/01/2012",106,2219,2325
"10/01/2012",173,3400,3573
"11/01/2012",92,2074,2166
"12/01/2012",270,3793,4063
"13/01/2012",173,3017,3190
"14/01/2012",333,2137,2470
"15/01/2012",283,2009,2292
"16/01/2012",217,2060,2277
"17/01/2012",125,2788,2913
"18/01/2012",109,3244,3353
"19/01/2012",131,3147,3278
"20/01/2012",114,3012,3126
"21/01/2012",67,1217,1284
"22/01/2012",196,1758,1954
"23/01/2012",145,2266,2411
"24/01/2012",439,3856,4295
"25/01/2012",467,3767,4234
"26/01/2012",243,3784,4027
"27/01/2012",269,3149,3418
"28/01/2012",776,3213,3989
"29/01/2012",557,2649,3206
"30/01/2012",126,3459,3585
"31/01/2012",324,4152,4476
"01/02/2012",304,4241,4545
"02/02/2012",190,3547,3737
"03/02/2012",310,3808,4118
"04/02/2012",383,2414,2797
"05/02/2012",317,2596,2913
"06/02/2012",206,3551,3757
"07/02/2012",200,4151,4351
"08/02/2012",107,2676,2783
"09/02/2012",161,3631,3792
"10/02/2012",225,3572,3797
"11/02/2012",192,1961,2153
"12/02/2012",73,1440,1513
"13/02/2012",94,3303,3397
"14/02/2012",131,3754,3885
"15/02/2012",141,3989,4130
"16/02/2012",74,2908,2982
"17/02/2012",349,3763,4112
"18/02/2012",1434,2836,4270
"19/02/2012",618,2051,2669
"20/02/2012",502,2589,3091
"21/02/2012",163,3586,3749
"22/02/2012",393,4343,4736
"23/02/2012",516,4499,5015
"24/02/2012",246,3213,3459
"25/02/2012",317,2372,2689
"26/02/2012",515,2845,3360
"27/02/2012",253,4033,4286
"28/02/2012",229,4104,4333
"29/02/2012",65,1750,1815
"01/03/2012",324,4611,4935
"02/03/2012",245,2909,3154
"03/03/2012",955,3065,4020
"04/03/2012",710,2668,3378
"05/03/2012",203,3105,3308
"06/03/2012",220,3705,3925
"07/03/2012",432,4442,4874
"08/03/2012",485,4839,5324
"09/03/2012",447,4078,4525
"10/03/2012",968,3104,4072
"11/03/2012",1658,3207,4865
"12/03/2012",838,4413,5251
"13/03/2012",762,5026,5788
"14/03/2012",998,5252,6250
"15/03/2012",1005,5124,6129
"16/03/2012",548,3782,4330
"17/03/2012",3154,4601,7755
"18/03/2012",2206,3626,5832
"19/03/2012",982,5119,6101
"20/03/2012",1051,4990,6041
"21/03/2012",1120,5049,6169
"22/03/2012",1334,5477,6811
"23/03/2012",2468,5796,8264
"24/03/2012",1033,2304,3337
"25/03/2012",1532,3405,4937
"26/03/2012",798,4713,5511
"27/03/2012",531,4516,5047
"28/03/2012",674,4965,5639
"29/03/2012",834,5221,6055
"30/03/2012",791,4620,5411
"31/03/2012",2299,3873,6172
"01/04/2012",2347,3632,5979
"02/04/2012",1209,4672,5881
"03/04/2012",1348,5357,6705
"04/04/2012",1059,5324,6383
"05/04/2012",1192,5196,6388
"06/04/2012",1808,4603,6411
"07/04/2012",3255,3551,6806
"08/04/2012",2232,2895,5127
"09/04/2012",905,4639,5544
"10/04/2012",819,5048,5867
"11/04/2012",482,4336,4818
"12/04/2012",663,4689,5352
"13/04/2012",1252,5080,6332
"14/04/2012",2792,4575,7367
"15/04/2012",2844,4211,7055
"16/04/2012",1197,5106,6303
"17/04/2012",988,5631,6619
"18/04/2012",347,3987,4334
"19/04/2012",845,5641,6486
"20/04/2012",1341,5861,7202
"21/04/2012",2540,4000,6540
"22/04/2012",120,880,1000
"23/04/2012",194,2964,3158
"24/04/2012",515,5049,5564
"25/04/2012",655,5482,6137
"26/04/2012",475,4514,4989
"27/04/2012",1013,5168,6181
"28/04/2012",1120,3056,4176
"29/04/2012",2230,4013,6243
"30/04/2012",667,4861,5528
"01/05/2012",653,5040,5693
"02/05/2012",667,5435,6102
"03/05/2012",764,5594,6358
"04/05/2012",1069,5145,6214
"05/05/2012",2498,4324,6822
"06/05/2012",2138,4152,6290
"07/05/2012",1007,5202,6209
"08/05/2012",737,4952,5689
"09/05/2012",620,4054,4674
"10/05/2012",1027,5473,6500
"11/05/2012",1317,5626,6943
"12/05/2012",2623,4711,7334
"13/05/2012",2171,3893,6064
"14/05/2012",341,2478,2819
"15/05/2012",624,4449,5073
"16/05/2012",990,6265,7255
"17/05/2012",1241,6046,7287
"18/05/2012",1521,6035,7556
"19/05/2012",3408,4791,8199
"20/05/2012",2702,4340,7042
"21/05/2012",630,3687,4317
"22/05/2012",819,5173,5992
"23/05/2012",765,4434,5199
"24/05/2012",1058,5647,6705
"25/05/2012",1417,5251,6668
"26/05/2012",2854,3617,6471
"27/05/2012",3284,3251,6535
"28/05/2012",2558,3433,5991
"29/05/2012",878,4808,5686
"30/05/2012",745,6024,6769
"31/05/2012",1098,6164,7262
"01/06/2012",530,3548,4078
"02/06/2012",2793,5232,8025
"03/06/2012",2494,5055,7549
"04/06/2012",1070,5835,6905
"05/06/2012",967,5974,6941
"06/06/2012",1026,5956,6982
"07/06/2012",1038,6372,7410
"08/06/2012",1487,6168,7655
"09/06/2012",2706,4715,7421
"10/06/2012",2223,4309,6532
"11/06/2012",1013,5577,6590
"12/06/2012",477,4439,4916
"13/06/2012",1171,6182,7353
"14/06/2012",1178,6121,7299
"15/06/2012",1563,6018,7581
"16/06/2012",2962,4668,7630
"17/06/2012",2636,4270,6906
"18/06/2012",650,4401,5051
"19/06/2012",966,5790,6756
"20/06/2012",869,5268,6137
"21/06/2012",775,5050,5825
"22/06/2012",961,4798,5759
"23/06/2012",2653,4720,7373
"24/06/2012",2552,4271,6823
"25/06/2012",1138,5568,6706
"26/06/2012",1077,6285,7362
